,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear
4777,Digital,Hoopla,MOVIE,2018,1,1,Discover Microsoft Word 2013 Basic & Advanced Skills,,,Educational,SkillPath® Seminars,
4778,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Terminal Freeze: Jeremy Logan Series, Book 2 (unabridged) (Unabridged)",,Lincoln Child,"Fiction, Thriller",Books on Tape,2009
4780,Digital,Freegal,SONG,2018,1,1,I'm Only Sleeping,,Caspar Babypants,,,
4781,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Pope of Palm Beach: A Novel (unabridged) (Unabridged),,Tim Dorsey,"Fiction, Humor (Fiction), Literature, Mystery",HarperCollins Publishers Inc.,2018
4783,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Buffalo Before Breakfast: Magic Tree House Series, Book 18 (unabridged) (Unabridged)",,Mary Pope Osborne,"Historical Fiction, Juvenile Fiction",Books on Tape,2017
4785,Digital,Freegal,SONG,2018,1,1,You're the One,,Charli XCX,,,
4786,Digital,OverDrive,EBOOK,2018,1,2,"Coyote's Mate: Breeds Series, Book 18",,Lora Leigh,"Erotic Literature, Fantasy, Fiction","Penguin Group (USA), Inc.",2009
4787,Digital,OverDrive,EBOOK,2018,1,2,It Takes Two: Our Story,,Jonathan Scott,"Biography & Autobiography, Nonfiction",Houghton Mifflin Harcourt Trade and Reference,2017
4788,Digital,OverDrive,EBOOK,2018,1,1,Old Glory: A Voyage Down the Mississippi,,Jonathan Raban,"Nonfiction, Travel","Random House, Inc.",2011
4790,Digital,OverDrive,EBOOK,2018,1,1,The Good Man of Nanking: The Diaries of John Rabe,,John Rabe,"Fiction, History, Literary Anthologies, Military","Random House, Inc.",2012
4792,Digital,OverDrive,EBOOK,2018,1,2,Lucky Broken Girl,,Ruth Behar,"Historical Fiction, Juvenile Fiction","Penguin Group (USA), Inc.",2017
4793,Digital,OverDrive,EBOOK,2018,1,1,Nice Is Just a Place in France: How to Win at Basically Everything,,The Betches,"Humor (Nonfiction), Nonfiction, Self-Improvement","Simon & Schuster, Inc.",2014
4794,Digital,OverDrive,EBOOK,2018,1,7,"A Peace Divided: Peacekeeper Series, Book 2",,Tanya Huff,"Fiction, Science Fiction","Penguin Group (USA), Inc.",2017
4797,Digital,OverDrive,EBOOK,2018,1,1,"Sabotaged: The Missing Series, Book 3",,Margaret Peterson Haddix,"Juvenile Fiction, Science Fiction","Simon & Schuster, Inc.",2014
4798,Digital,OverDrive,EBOOK,2018,1,3,"The Hormone Cure: Reclaim Balance, Sleep, Sex Drive and Vitality Naturally with the Gottfried Protocol",,Sara Gottfried,"Health & Fitness, Nonfiction","Simon & Schuster, Inc.",2014
4799,Digital,OverDrive,AUDIOBOOK,2018,1,3,Three Junes: A Novel (unabridged) (Unabridged),,Julia Glass,"Fiction, Literature",Books on Tape,2007
4800,Digital,OverDrive,EBOOK,2018,1,1,Charm Offensive: How China's Soft Power Is Transforming the World,,Joshua Kurlantzick,"Current Events, Nonfiction",Yale University Press,2007
4803,Digital,OverDrive,EBOOK,2018,1,1,"Christmas with Holly: Friday Harbor Series, Book 1",,Lisa Kleypas,"Fiction, Romance",Macmillan Publishers,2013
4804,Digital,OverDrive,EBOOK,2018,1,2,"The Business Owner's Guide to Reading and Understanding Financial Statements: How to Budget, Forecast, and Monitor Cash Flow for Better Decision Making",,Lita Epstein,"Business, Nonfiction","John Wiley & Sons, Inc.",2012
4807,Digital,OverDrive,AUDIOBOOK,2018,1,2,Hybrids (Unabridged),,Whitley Strieber,"Fiction, Literature, Science Fiction","Tantor Media, Inc",2014
4809,Digital,Hoopla,MOVIE,2018,1,1,House Of Black Death,,,"Horror, Sci-Fi & Fantasy",Kit Parker Films,
4810,Digital,OverDrive,EBOOK,2018,1,1,"Crazy Is My Superpower: How I Triumphed by Breaking Bones, Breaking Hearts, and Breaking the Rules",,A. J. Mendez,"Biography & Autobiography, Nonfiction, Psychology, Sports & Recreations","Random House, Inc.",2017
4812,Digital,OverDrive,EBOOK,2018,1,1,"The Madhouse Effect: How Climate Change Denial Is Threatening Our Planet, Destroying Our Politics, and Driving Us Crazy",,Michael E. Mann,"Nonfiction, Science",Lightning Source Inc,2016
4813,Digital,OverDrive,AUDIOBOOK,2018,1,1,Fun Is Good: How to Create Joy & Passion in your Workplace & Career (unabridged) (Unabridged),,Mike Veeck,"Business, Management, Nonfiction, Self-Improvement",Gildan Media Corp,2013
4814,Digital,OverDrive,AUDIOBOOK,2018,1,4,"The Gamble: Colorado Mountain Series, Book 1 (unabridged) (Unabridged)",,Kristen Ashley,"Fiction, Romance","Blackstone Audio, Inc.",2014
4815,Digital,OverDrive,EBOOK,2018,1,2,"Wolf's Clothing: Legend Tripping, Book 2",,E.J. Russell,"Fantasy, Fiction, Romance",Riptide Publishing,2016
4816,Digital,Freegal,SONG,2018,1,1,Cumberland Gap,,Flatt & Scruggs,,,
4820,Digital,OverDrive,EBOOK,2018,1,1,Ramona,,Helen Hunt Jackson,"Classic Literature, Fiction","Penguin Group (USA), Inc.",2009
4821,Digital,OverDrive,EBOOK,2018,1,4,Daughter of the God-King,,Anne Cleeland,"Fiction, Historical Fiction",Sourcebooks,2013
4826,Digital,OverDrive,AUDIOBOOK,2018,1,1,Aprenda en su Auto Inglés Completo (Unabridged),,Henry N. Raymond,"Foreign Language Study, Nonfiction","Penton Overseas, Inc.",2009
4828,Digital,Hoopla,COMIC,2018,1,20,Saga Book One: Deluxe Edition,,,"Fantasy, Sci-Fi",Image Comics,
4829,Digital,Freegal,SONG,2018,1,1,Standing on the Moon,,Lera Lynn,,,
4830,Digital,OverDrive,EBOOK,2018,1,1,Nocturnal,,Jacquelyn Frank,"Fantasy, Fiction, Romance, Short Stories","Random House, Inc.",2011
4832,Digital,Freegal,SONG,2018,1,1,Space Oddity: Remastered,,David Bowie,,,
4834,Digital,Hoopla,TELEVISION,2018,1,2,Summer,,,Children's,Nickelodeon,
4835,Digital,OverDrive,EBOOK,2018,1,3,"Reader and Raelynx: Twelve Houses Series, Book 4",,Sharon Shinn,"Fantasy, Fiction","Penguin Group (USA), Inc.",2011
4838,Digital,OverDrive,EBOOK,2018,1,3,The Miraculous Journey of Edward Tulane,,Kate DiCamillo,"Juvenile Fiction, Juvenile Literature",Candlewick Press,2009
4839,Digital,OverDrive,EBOOK,2018,1,1,"Keeping It Hot: The Breakfast in Bed Series, Book 1",,Sydney Landon,"Fiction, Humor (Fiction), Literature, Romance","Penguin Group (USA), Inc.",2017
4841,Digital,OverDrive,EBOOK,2018,1,2,Can't Just Stop: An Investigation of Compulsions,,Sharon Begley,"Nonfiction, Psychology","Simon & Schuster, Inc.",2017
4842,Digital,OverDrive,EBOOK,2018,1,2,"Death in Brittany: Commissioner Dupin Series, Book 2",,Jean-Luc Bannalec,"Fiction, Mystery",Macmillan Publishers,2015
4846,Digital,Freegal,SONG,2018,1,1,As Time Goes By,,Jimmy Durante,,,
4848,Digital,OverDrive,EBOOK,2018,1,1,"Miranda the Beauty Fairy: Rainbow Magic: The Fashion Fairies Series, Book 1",,Daisy Meadows,"Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)",2014
4849,Digital,OverDrive,EBOOK,2018,1,3,The New Rules of Work: The Modern Playbook for Navigating Your Career,,Alexandra Cavoulacos,"Business, Careers, Economics, Nonfiction","Random House, Inc.",2017
4851,Digital,OverDrive,EBOOK,2018,1,2,"First Drop of Crimson: Night Huntress World Series, Book 1",,Jeaniene Frost,"Fantasy, Fiction, Romance",HarperCollins Publishers Inc.,2010
4858,Digital,Freegal,SONG,2018,1,1,Livin' Thing: Live at Wembley Stadium,,Jeff Lynne's ELO,,,
4863,Digital,Freegal,SONG,2018,1,1,Beautiful Thing,,Grace VanderWaal,,,
4864,Digital,Hoopla,TELEVISION,2018,1,1,Yin Yoga,,,"Educational, Health & Fitness",The Great Courses,
4869,Digital,OverDrive,EBOOK,2018,1,1,The Misbehavior of Markets: A Fractal View of Financial Turbulence,,Benoit Mandelbrot,"Business, Nonfiction","Hachette Digital, Inc.",2011
4873,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Showtime: Magic, Kareem, Riley, and the Los Angeles Lakers Dynasty of the 1980s (unabridged) (Unabridged)",,Jeff Pearlman,"Nonfiction, Sports & Recreations","Blackstone Audio, Inc.",2014
4874,Digital,OverDrive,VIDEO,2018,1,1,Too Much Vacation,,Nelvana,"Animation, Cartoon, Children's Video",Visual Education Centre,2009
4876,Digital,OverDrive,AUDIOBOOK,2018,1,3,"The Burning Bridge: Ranger's Apprentice Series, Book 2 (unabridged) (Unabridged)",,John A. Flanagan,"Juvenile Fiction, Juvenile Literature, Mythology",Books on Tape,2017
4879,Digital,OverDrive,EBOOK,2018,1,5,"Girl, Interrupted",,Susanna Kaysen,"Biography & Autobiography, Nonfiction, Psychology, Sociology","Random House, Inc.",2013
4880,Digital,OverDrive,EBOOK,2018,1,1,"A Grave Denied: Kate Shugak Series, Book 13",,Dana Stabenow,"Fiction, Mystery",Macmillan Publishers,2013
4882,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Skeleton Hill: Peter Diamond Mystery Series, Book 10 (unabridged) (Unabridged)",,Peter Lovesey,"Fiction, Thriller","Blackstone Audio, Inc.",2011
4887,Digital,OverDrive,EBOOK,2018,1,2,"Discovery of Desire: London Explorers Series, Book 2",,Susanne Lord,"Fiction, Historical Fiction, Romance",Sourcebooks,2016
4890,Digital,Freegal,SONG,2018,1,1,We Three Kings of Orient Are,,Van Craven,,,
4897,Digital,OverDrive,AUDIOBOOK,2018,1,62,"Where'd You Go, Bernadette: A Novel (unabridged) (Unabridged)",,Maria Semple,"Fiction, Literature","Blackstone Audio, Inc.",2012
4898,Digital,OverDrive,AUDIOBOOK,2018,1,4,"My Age of Anxiety: Fear, Hope, Dread, and the Search for Peace of Mind (unabridged) (Unabridged)",,Scott Stossel,"Biography & Autobiography, Medical, Nonfiction, Psychology",Books on Tape,2014
4899,Digital,Freegal,SONG,2018,1,2,SHC,,Foster The People,,,
4900,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The World Broke in Two: Virginia Woolf, T. S. Eliot, D. H. Lawrence, E. M. Forster and the Year That Changed Literature (unabridged) (Unabridged)",,Bill Goldstein,"Biography & Autobiography, Literary Criticism, Nonfiction",Macmillan Audio,2017
4901,Digital,OverDrive,EBOOK,2018,1,1,Selected Stories of H. G. Wells,,H.G. Wells,"Fiction, Science Fiction, Short Stories, Thriller","Random House, Inc.",2010
4902,Digital,OverDrive,EBOOK,2018,1,3,American Childhood,,Annie Dillard,"Biography & Autobiography, Nonfiction",HarperCollins Publishers Inc.,2007
4903,Digital,OverDrive,EBOOK,2018,1,2,"The Homecoming: Shelter Bay Series, Book 1",,Joann Ross,"Fiction, Romance, Suspense","Penguin Group (USA), Inc.",2010
4907,Digital,Freegal,SONG,2018,1,1,Fever,,Earl Grant,,,
4911,Digital,OverDrive,AUDIOBOOK,2018,1,2,Communist Manifesto and Social Contract (Unabridged),,Ralph Raico,"Nonfiction, Philosophy","Blackstone Audio, Inc.",2008
4916,Digital,OverDrive,AUDIOBOOK,2018,1,4,The Glass Cell (Unabridged),,Patricia Highsmith,"Fiction, Literature, Mystery","Blackstone Audio, Inc.",2017
4918,Digital,OverDrive,EBOOK,2018,1,4,Welcome to the Monkey House,,Kurt Vonnegut,"Fiction, Literature, Short Stories","Random House, Inc.",2011
4921,Digital,OverDrive,EBOOK,2018,1,1,"Ghost Times Two: Bailey Ruth Series, Book 7",,Carolyn Hart,"Fiction, Mystery","Penguin Group (USA), Inc.",2016
4930,Digital,OverDrive,AUDIOBOOK,2018,1,4,The Shallows: What the Internet Is Doing to Our Brains (unabridged) (Unabridged),,Nicholas Carr,"Current Events, Nonfiction","Blackstone Audio, Inc.",2010
4933,Digital,Freegal,SONG,2018,1,1,The Joke (Live),,The Fall,,,
4934,Digital,OverDrive,EBOOK,2018,1,2,Havana Lunar,,Robert Arellano,"Fiction, Literature, Mystery",Lightning Source Inc,2010
4938,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Foolish Games: Out of Bounds Series, Book 2 (unabridged) (Unabridged)",,Tracy Solheim,"Erotic Literature, Fiction, Romance","Tantor Media, Inc",2015
4939,Digital,OverDrive,EBOOK,2018,1,1,Donovan: America's Master Spy,,William Stephenson,"Biography & Autobiography, Military, Nonfiction",Lightning Source Inc,2016
4943,Digital,OverDrive,EBOOK,2018,1,7,"To Catch An Heiress: Agents for the Crown Series, Book 1",,Julia Quinn,"Fiction, Historical Fiction, Humor (Fiction), Romance",HarperCollins Publishers Inc.,2005
4944,Digital,OverDrive,AUDIOBOOK,2018,1,4,"The Fall of Moscow Station: Red Cell Series, Book 3 (unabridged) (Unabridged)",,Mark Henshaw,"Fiction, Suspense, Thriller","Dreamscape Media, LLC",2017
4952,Digital,OverDrive,EBOOK,2018,1,1,Atlantis and Other Places: Stories of Alternate History,,Harry Turtledove,"Fiction, Historical Fiction, Science Fiction, Short Stories","Penguin Group (USA), Inc.",2010
4955,Digital,Freegal,SONG,2018,1,1,(Enter) Jazz Thief (Exit) You,,Al Wood & the Woodsmen,,,
4957,Digital,Hoopla,TELEVISION,2018,1,1,Out of the Past,,,Children's,Viacom,
4961,Digital,OverDrive,EBOOK,2018,1,2,Big Agenda: President Trumps Plan to Save America,,David Horowitz,"Nonfiction, Politics",Lightning Source Inc,2017
4963,Digital,OverDrive,EBOOK,2018,1,6,"Will's True Wish: True Gentlemen Series, Book 3",,Grace Burrowes,"Fiction, Historical Fiction, Romance",Sourcebooks,2017
4964,Digital,OverDrive,EBOOK,2018,1,1,Under the Lights,,Shannon Stacey,"Fiction, Literature, Romance","Penguin Group (USA), Inc.",2015
4969,Digital,OverDrive,EBOOK,2018,1,2,"Wild Card: Elite Ops Series, Book 1",,Lora Leigh,"Fiction, Romance, Suspense",Macmillan Publishers,2013
4973,Digital,OverDrive,AUDIOBOOK,2018,1,3,Finding God in the Waves: How I Lost My Faith and Found it Again Through Science (unabridged) (Unabridged),,Mike McHargue,"Biography & Autobiography, Nonfiction, Religion & Spirituality","Tantor Media, Inc",2016
4975,Digital,OverDrive,EBOOK,2018,1,1,"To Rescue Tanelorn: Chronicles of the Last Emperor of Melniboné, Volume 2",,Michael Moorcock,"Fantasy, Fiction","Random House, Inc.",2011
4979,Digital,OverDrive,AUDIOBOOK,2018,1,5,Midnight in the Garden of Good and Evil (Unabridged),,John Berendt,"Fiction, Literature",Books on Tape,2012
4984,Digital,OverDrive,EBOOK,2018,1,13,"One Nation After Trump: A Guide for the Perplexed, the Disillusioned, the Desperate, and the Not-Yet Deported",,"E.J. Dionne, Jr.","Nonfiction, Politics",Macmillan Publishers,2017
4985,Digital,OverDrive,EBOOK,2018,1,3,Sweet Sleep: Nighttime and Naptime Strategies for the Breastfeeding Family,,La Leche League International,"Health & Fitness, Nonfiction","Random House, Inc.",2014
4987,Digital,Hoopla,COMIC,2018,1,8,Robotech,,,"Media Tie-In, Sci-Fi, Teen",Titan Comics,
4990,Digital,OverDrive,AUDIOBOOK,2018,1,1,Black Monday: A Novel (unabridged) (Unabridged),,R. Scott Reiss,"Fiction, Suspense","Blackstone Audio, Inc.",2007
4995,Digital,OverDrive,EBOOK,2018,1,2,"The Thunder Keeper: Father John and Vicky Holden Series, Book 7",,Margaret Coel,"Fiction, Mystery","Penguin Group (USA), Inc.",2013
4996,Digital,OverDrive,AUDIOBOOK,2018,1,6,"One, Two, Buckle My Shoe: Hercule Poirot Series, Book 22 (unabridged) (Unabridged)",,Agatha Christie,"Fiction, Mystery",HarperCollins Publishers Inc.,2017
5002,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Heart and the Fist: The Education of a Humanitarian, the Making of a Navy SEAL (unabridged) (Unabridged)",,Eric Greitens,"Biography & Autobiography, Nonfiction","Tantor Media, Inc",2014
5003,Digital,OverDrive,EBOOK,2018,1,3,The Muse: A Novel,,Jessie Burton,"Fiction, Historical Fiction, Literature, Thriller",HarperCollins Publishers Inc.,2016
5005,Digital,Hoopla,MOVIE,2018,1,1,Still,,,"Award Winners, British, Drama, Family Relations, Suspense / Thriller, World",Film Movement,
5007,Digital,OverDrive,EBOOK,2018,1,1,"Quinn: Eve Duncan Series, Book 13",,Iris Johansen,"Fiction, Thriller",Macmillan Publishers,2013
5008,Digital,Hoopla,TELEVISION,2018,1,3,Episode 7,,,Sci-Fi & Fantasy,Acorn,
5013,Digital,Hoopla,TELEVISION,2018,1,1,The Legion of Old Timers,,,Westerns,George W. Trendle,
5014,Digital,OverDrive,EBOOK,2018,1,4,Two Flappers in Paris,,A. Cantab,"Erotic Literature, Fiction",Duke Classics,2018
5017,Digital,OverDrive,EBOOK,2018,1,1,The Shattered Gates: The Rifter Book One,,Ginn Hale,"Fantasy, Fiction, Literature","Smashwords, Inc.",2016
5019,Digital,OverDrive,EBOOK,2018,1,1,Ten Rules for Living with My Sister,,Ann M. Martin,Juvenile Fiction,Macmillan Publishers,2013
5027,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Story of a Marriage: A Novel (unabridged) (Unabridged),,Andrew Sean Greer,"Fiction, Literature",Macmillan Audio,2008
5029,Digital,Freegal,SONG,2018,1,1,'Til My Baby Comes Home,,Luther Vandross,,,
5030,Digital,OverDrive,EBOOK,2018,1,2,Gilded Cage,,Vic James,"Fantasy, Fiction, Science Fiction","Random House, Inc.",2017
5031,Digital,OverDrive,EBOOK,2018,1,1,"In Search of Lost Time, Volume V: The Captive & The Fugitive",,Marcel Proust,"Classic Literature, Fiction, Literature","Random House, Inc.",2010
5032,Digital,OverDrive,EBOOK,2018,1,1,"The Fix-It Friends--Three's a Crowd: The Fix-It Friends Series, Book 6",,Nicole C. Kear,"Juvenile Fiction, Juvenile Literature",Macmillan Publishers,2018
5033,Digital,OverDrive,AUDIOBOOK,2018,1,1,Beach Music: A Novel (unabridged) (Unabridged),,Pat Conroy,"Fiction, Literature",Books on Tape,2009
5034,Digital,OverDrive,EBOOK,2018,1,1,Bones and the Math Test Mystery,,David A. Adler,"Beginning Reader, Juvenile Fiction, Mystery","Penguin Group (USA), Inc.",2015
5035,Digital,OverDrive,EBOOK,2018,1,4,Odd Girl Out,,Ann Bannon,"Fiction, Literature, Romance","Simon & Schuster, Inc.",2013
5036,Digital,OverDrive,EBOOK,2018,1,2,"I Kissed an Earl: Pennyroyal Green Series, Book 4",,Julie Anne Long,"Fiction, Historical Fiction, Romance",HarperCollins Publishers Inc.,2010
5037,Digital,OverDrive,EBOOK,2018,1,2,Olympic Mountains Trail Guide: National Park and National Forest,,Robert Wood,"Nonfiction, Sports & Recreations",Mountaineers Books,2015
5041,Digital,OverDrive,AUDIOBOOK,2018,1,4,"City of Heavenly Fire: Shadowhunters: The Mortal Instruments Series, Book 6 (unabridged) (Unabridged)",,Cassandra Clare,"Fantasy, Young Adult Fiction",Simon & Schuster - All Library,2015
5042,Digital,OverDrive,EBOOK,2018,1,1,"A Woman of Substance: Emma Harte Series, Book 1",,Barbara Taylor Bradford,"Fiction, Literature",RosettaBooks,2014
5045,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Stormbreaker: Alex Rider Series, Book 1 (unabridged) (Unabridged)",,Anthony Horowitz,"Thriller, Young Adult Fiction",Books on Tape,2010
5047,Digital,OverDrive,EBOOK,2018,1,1,"Skylark: Sarah, Plain and Tall Series, Book 2",,Patricia MacLachlan,"Historical Fiction, Juvenile Fiction",HarperCollins Publishers Inc.,2013
5048,Digital,Freegal,SONG,2018,1,1,Get Out,,Thea Gilmore,,,
5049,Digital,Freegal,SONG,2018,1,1,Jam,,Michael Jackson,,,
5051,Digital,OverDrive,EBOOK,2018,1,5,"Rose Harbor in Bloom: Rose Harbor Series, Book 2",,Debbie Macomber,"Fiction, Romance","Random House, Inc.",2013
5053,Digital,OverDrive,EBOOK,2018,1,1,"The Feminist Revolution: A Story of the Three Most Inspiring and Empowering Women in American History: Susan B. Anthony, Margaret Sanger, and Betty Friedan",,Jules Archer,"Biography & Autobiography, History, Juvenile Nonfiction, Reference",Lightning Source Inc,2015
5061,Digital,OverDrive,AUDIOBOOK,2018,1,4,Ascension of Larks (Unabridged),,Rachel Linden,"Fiction, Literature, Romance",Thomas Nelson Inc.,2017
5069,Digital,OverDrive,EBOOK,2018,1,3,Why Read Moby-Dick?,,Nathaniel Philbrick,"History, Nonfiction","Penguin Group (USA), Inc.",2011
5070,Digital,Freegal,SONG,2018,1,1,Crash 2.0 (Adventure Club vs Dallask),,"Adventure Club,DallasK",,,
5071,Digital,OverDrive,AUDIOBOOK,2018,1,10,Strange Dogs: An Expanse Novella (unabridged) (Unabridged),,James S. A. Corey,"Fiction, Science Fiction","Blackstone Audio, Inc.",2017
5072,Digital,OverDrive,EBOOK,2018,1,1,"Nicholas St. North and the Battle of the Nightmare: Guardians of Childhood Series, Book 1",,William Joyce,"Folklore, Juvenile Fiction, Juvenile Literature, Mythology","Simon & Schuster, Inc.",2014
5076,Digital,Freegal,SONG,2018,1,1,El Soncito,,Chico Cervantes y su Nueva Banda,,,
5079,Digital,OverDrive,EBOOK,2018,1,2,Charged: A Saints of Denver Novel,,Jay Crownover,"Fiction, Romance",HarperCollins Publishers Inc.,2016
5081,Digital,OverDrive,EBOOK,2018,1,1,Inheriting the Trade: A Northern Family Confronts Its Legacy as the Largest Slave-Trading,,Thomas Norman DeWolf,"Biography & Autobiography, History, Nonfiction, Sociology","Random House, Inc.",2008
5085,Digital,OverDrive,EBOOK,2018,1,5,The Chickenshit Club: Why the Justice Department Fails to Prosecute Executives,,Jesse Eisinger,"Business, Nonfiction, Politics","Simon & Schuster, Inc.",2017
5087,Digital,Freegal,SONG,2018,1,1,Naked: Acoustic Version,,James Arthur,,,
